#Types Before Cut: 11091
#Types After Cut: 9668
#Search Hits: 0
758	115	11.324	были
759	12	11.159	плохо
760	35	10.990	этим
761	11	10.822	скажем
762	6	10.801	всяких
763	6	10.801	вышла
764	6	10.801	думали
765	6	10.801	закончила
766	6	10.801	знаем
767	6	10.801	книги
768	6	10.801	лагерь
769	6	10.801	мужчина
770	6	10.801	написала
771	6	10.801	носили
772	6	10.801	поговорим
773	6	10.801	рассказывать
774	6	10.801	русские
775	6	10.801	свет
776	6	10.801	семью
777	6	10.801	скажу
778	6	10.801	судить
779	6	10.801	ушел
780	4	10.618	apro
781	4	10.618	class
782	4	10.618	glass
783	4	10.618	mixed
784	4	10.618	note
785	4	10.618	pl
786	4	10.618	spro
787	4	10.618	tor
788	4	10.618	барашков
789	4	10.618	бассейн
790	4	10.618	беззеркалки
791	4	10.618	белорусским
792	4	10.618	белые
793	4	10.618	братьях
794	4	10.618	буква
795	4	10.618	вай
796	4	10.618	венеру
797	4	10.618	верю
798	4	10.618	веселая
799	4	10.618	витя
800	4	10.618	встретилась
801	4	10.618	всякое
802	4	10.618	всём
803	4	10.618	вышки
804	4	10.618	гитара
805	4	10.618	гитаре
806	4	10.618	гкчп
807	4	10.618	голова
808	4	10.618	гриша
809	4	10.618	громкоговорителя
810	4	10.618	грусти
811	4	10.618	гуляют
812	4	10.618	даша
813	4	10.618	девочку
814	4	10.618	девятый
815	4	10.618	длинный
816	4	10.618	дочь
817	4	10.618	думал
818	4	10.618	дяди
819	4	10.618	еду
820	4	10.618	ехал
821	4	10.618	ехала
822	4	10.618	забрали
823	4	10.618	задания
824	4	10.618	задний
825	4	10.618	закончу
826	4	10.618	заметила
827	4	10.618	занималась
828	4	10.618	занимаюсь
829	4	10.618	звукооператором
830	4	10.618	ивановна
831	4	10.618	интереснее
832	4	10.618	кагоцел
833	4	10.618	камеры
834	4	10.618	капитан
835	4	10.618	каракатица
836	4	10.618	касательно
837	4	10.618	кастрюля
838	4	10.618	километра
839	4	10.618	кларнет
840	4	10.618	классные
841	4	10.618	комнату
842	4	10.618	королёв
843	4	10.618	кот
844	4	10.618	кота
845	4	10.618	кошмар
846	4	10.618	крутая
847	4	10.618	крутой
848	4	10.618	крутые
849	4	10.618	крыс
850	4	10.618	крысы
851	4	10.618	купались
852	4	10.618	кухня
853	4	10.618	лебединое
854	4	10.618	лесу
855	4	10.618	лингвистов
856	4	10.618	литературе
857	4	10.618	любила
858	4	10.618	любимого
859	4	10.618	мамаша
860	4	10.618	мечта
861	4	10.618	мило
862	4	10.618	минута
863	4	10.618	моим
864	4	10.618	муж
865	4	10.618	навруз
866	4	10.618	нарисован
867	4	10.618	наурыз
868	4	10.618	неловко
869	4	10.618	ночью
870	4	10.618	нравилось
871	4	10.618	нууу
872	4	10.618	общался
873	4	10.618	общежитии
874	4	10.618	одногруппников
875	4	10.618	орех
876	4	10.618	орехи
877	4	10.618	остановился
878	4	10.618	остановки
879	4	10.618	отучилась
880	4	10.618	охота
881	4	10.618	пастернаке
882	4	10.618	первокурсников
883	4	10.618	пилот
884	4	10.618	платья
885	4	10.618	побывала
886	4	10.618	поел
887	4	10.618	поесть
888	4	10.618	позвоню
889	4	10.618	пойду
890	4	10.618	правой
891	4	10.618	представляла
892	4	10.618	привод
893	4	10.618	придумали
894	4	10.618	придётся
895	4	10.618	приезжаю
896	4	10.618	пришёл
897	4	10.618	профессии
898	4	10.618	профессия
899	4	10.618	пускай
900	4	10.618	пятьсот
901	4	10.618	разборка
902	4	10.618	расскажите
903	4	10.618	рассказываешь
904	4	10.618	расшифровывать
905	4	10.618	ребёнка
906	4	10.618	родилась
907	4	10.618	руками
908	4	10.618	руню
909	4	10.618	руня
910	4	10.618	русскому
911	4	10.618	ручки
912	4	10.618	саду
913	4	10.618	сбил
914	4	10.618	сверху
915	4	10.618	секунды
916	4	10.618	селекции
917	4	10.618	сзади
918	4	10.618	сидят
919	4	10.618	слышу
920	4	10.618	собираешься
921	4	10.618	советую
922	4	10.618	соционике
923	4	10.618	спектакль
924	4	10.618	специфический
925	4	10.618	стекает
926	4	10.618	стой
927	4	10.618	столетию
928	4	10.618	стою
929	4	10.618	стоя
930	4	10.618	стоял
931	4	10.618	стояла
932	4	10.618	строили
933	4	10.618	строительный
934	4	10.618	суп
935	4	10.618	счастлива
936	4	10.618	танцевать
937	4	10.618	танцпол
938	4	10.618	твоего
939	4	10.618	твоим
940	4	10.618	трамвай
941	4	10.618	тысяча
942	4	10.618	тётя
943	4	10.618	улучшается
944	4	10.618	умный
945	4	10.618	университетах
946	4	10.618	урок
947	4	10.618	учатся
948	4	10.618	учила
949	4	10.618	училище
950	4	10.618	учусь
951	4	10.618	фай
952	4	10.618	физтех
953	4	10.618	финиш
954	4	10.618	фонема
955	4	10.618	фразу
956	4	10.618	фундук
957	4	10.618	хвост
958	4	10.618	хлеб
959	4	10.618	хобби
960	4	10.618	хорватия
961	4	10.618	чгк
962	4	10.618	четырнадцать
963	4	10.618	чуваки
964	4	10.618	чудо
965	4	10.618	шикарно
966	4	10.618	шутки
967	4	10.618	щуку
968	4	10.618	щяс
969	9	10.307	взяли
970	9	10.307	зала
971	9	10.307	нами
972	9	10.307	хорошая
973	13	10.287	рублей
974	7	10.279	вечера
975	7	10.279	вещей
976	7	10.279	единственное
977	7	10.279	короткий
978	7	10.279	увидел
979	7	10.279	чисто
980	48	10.266	хотя
981	8	10.193	любовь
982	8	10.193	людям
983	8	10.193	неплохо
984	8	10.193	приехал
985	8	10.193	сто
986	15	10.116	вас
987	15	10.116	семьи
988	15	10.116	точно
989	11	9.456	темы
990	11	9.456	тысячи
991	11	9.456	хорошие
992	127	9.441	сейчас
993	85	9.426	можно
994	9	8.722	a
995	9	8.722	руки
996	12	8.718	плане
997	12	8.718	пошли
998	83	8.531	этот
999	5	8.482	богу
1000	5	8.482	боюсь
1001	5	8.482	видеть
1002	5	8.482	вниз
1003	5	8.482	грубо
1004	5	8.482	жила
1005	5	8.482	инопланетян
1006	5	8.482	картинки
1007	5	8.482	магазин
1008	5	8.482	мария
1009	5	8.482	машину
1010	5	8.482	мимо
1011	5	8.482	назывался
1012	5	8.482	недалеко
1013	5	8.482	ненавидят
1014	5	8.482	остановиться
1015	5	8.482	отлично
1016	5	8.482	приходили
1017	5	8.482	прочее
1018	5	8.482	русском
1019	5	8.482	сидит
1020	5	8.482	следующая
1021	5	8.482	стоять
1022	5	8.482	телефон
1023	5	8.482	успела
1024	5	8.482	цветы
1025	5	8.482	человеком
1026	17	8.469	довольно
1027	17	8.469	самый
1028	8	8.424	друга
1029	8	8.424	номер
1030	8	8.424	обязательно
1031	319	8.344	он
1032	11	8.265	всеми
1033	7	8.212	говорим
1034	7	8.212	знал
1035	7	8.212	началась
1036	7	8.212	нашем
1037	7	8.212	стоят
1038	7	8.212	улица
1039	6	8.162	ездил
1040	6	8.162	играет
1041	6	8.162	ка
1042	6	8.162	лучший
1043	6	8.162	рождения
1044	6	8.162	страшно
1045	6	8.162	штук
1046	19	8.025	вечером
1047	19	8.025	никогда
1048	3	7.963	adv
